,beta_t1,beta_t2,p_t1,p_t2
1,0.017274137546326677,-0.0006224129426396247,0.047893804694449295,0.014499228395898116
2,0.012718000955123553,-0.0004966489595571556,0.015233965774978759,0.0027188176401942168
3,0.012788975445474622,-0.0005251488937983431,0.01685115452882395,0.0015444308123587678
4,0.014842394914479412,-0.0006357592666974295,0.010712973621097188,0.0004998555210660099
5,0.012900303539524456,-0.0005733653183859301,0.0006178933230126877,1.3571116896969809e-05
6,0.015117724618685057,-0.0005662707851479579,0.0026141878531736047,0.00045489076325651133
7,0.013209761875717357,-0.0005678613366463599,0.0013658728532570353,6.319509170650683e-06
8,0.01834967091735267,-0.0007008047815702019,0.008957583074616117,0.0004165049998296388
9,0.012559328616144078,-0.0004072643231064032,0.02586482060626795,0.01884504294160858
10,0.011816465590408672,-0.0005607600995042428,0.020414516916154424,0.001963899386959755
11,0.02541321979112432,-0.0009228594305263984,0.056444496736635145,0.010019652134473315
12,0.020802635696779658,-0.0007180554817632682,9.649983023675655e-05,3.487395972520128e-06
13,0.018426724540675274,-0.0006469347857343854,0.008076784731665817,0.0021154234480671823
14,0.014106675507615182,-0.0005088549604597649,0.07396264280450734,0.026444007036399052
15,0.016860185109008916,-0.0006325241279426829,0.006943381370604791,0.0007156372669550432
16,0.01123324096370662,-0.00043538796696972366,0.0001024132358159799,0.0006127594815942557
17,0.014608958301837487,-0.0005823407306807934,0.030862424305775824,0.004394445352883699
18,0.01700839889968977,-0.0006886044013623051,0.000325083712082227,4.92349761232401e-05
19,0.01809519444671749,-0.0006394135048093579,0.0192163254870595,0.005864357986909166
20,0.016189215031800725,-0.0007480699367444095,0.001045336185183318,2.127034141731231e-06
21,0.020135735433831042,-0.0006683185282365154,0.04105806921561159,0.01579674459640631
22,0.016273696310534134,-0.000486394361664289,0.0017865959266652484,0.002367698622107441
23,0.01634262213170252,-0.0006855330525661245,0.00021733901388517308,1.3384277932293507e-05
24,0.018874910289100228,-0.0006582059144333745,8.785998660348614e-05,5.8931931754505205e-05
25,0.015641445366432034,-0.0006726760295883128,0.03791903559208018,0.006319733264035224
26,0.012841258288782086,-0.0005478368564220952,0.002435997474004266,0.00022204846497633516
27,0.017810779813342066,-0.0006403206982606737,0.033919037665443734,0.012253048446044692
28,0.01966305865472262,-0.0006895093524242459,4.1760823945358285e-05,2.9576005478497623e-06
29,0.019475387772221714,-0.0007137867318998273,0.004355480761863769,0.000291527874284164
30,0.01775694594802351,-0.0005635274877982665,0.02199071423369202,0.015213380993518825
31,0.013486852061462318,-0.0005716709160583868,0.0001876282895731097,0.0017844531607585277
32,0.01936211418168261,-0.0006599851166195426,0.009158131094286877,0.002978562394206809
33,0.014855491811479446,-0.0005792896643992572,0.0020604438561199097,0.00045090383890154887
34,0.022842038632051077,-0.0008948689353541212,0.02938946113033157,0.002953213073667724
35,0.01597051000585595,-0.0006198796300079963,0.0002978554630906386,3.4083373324713596e-05
36,0.012297395805713311,-0.000563410743379993,0.0009751174990897415,5.042786472689721e-05
37,0.017448096720880324,-0.0006494000727640874,0.025694913678949327,0.0055623022795693935
38,0.018012761177714647,-0.000723738271910828,0.006256492617761479,0.0003207663815593967
39,0.01015523011032221,-0.0004206934063502905,0.011114392367161087,0.0023646471739392134
40,0.02218222090578726,-0.000701305107056221,0.01154984574685733,0.0032905921318935544
41,0.014224844550864963,-0.0005744256297116489,0.0022552180345495345,0.00020827663686854368
42,0.017510762170054636,-0.0006406178264347509,0.006565473930566128,0.00388610445839663
43,0.016886862571054234,-0.0005734926082919537,0.012770028036516876,0.0044996220555744825
44,0.014742924733744282,-0.0005629899733974876,0.007704631300340072,0.0025460592812727428
45,0.011073177220607307,-0.0004111904491547789,0.12303591682077739,0.049678854374413405
46,0.015564529177092026,-0.0005918639996598825,0.00533290491384934,0.00045150179471087354
47,0.021338245527563467,-0.000676106590422524,0.010199164862955764,0.004132421522376443
48,0.015623141221249928,-0.0005252369511282582,0.003160439540838327,0.0020401179330199635
49,0.016940482349221624,-0.0006110765534912688,0.00939735991687652,0.003985408530533735
50,0.01915009173948564,-0.000705598134532148,0.00044998595109091725,9.633657199092319e-06
51,0.012000209435932895,-0.0005439300598986533,0.0005410055526955633,2.5853454737783854e-05
52,0.019670286633887486,-0.0006425935746653787,0.00013303388450661765,0.0005505134396339453
53,0.021149947103249758,-0.0008157534496115823,0.008843006965512403,0.0005699347711974793
54,0.02000755075199827,-0.0007447731041409062,8.951505428835608e-05,2.168474338739761e-06
55,0.01886983055479878,-0.0006347589527374712,0.00017284896573120794,1.7692741335230036e-05
56,0.020548584935344148,-0.000843523051752427,0.004679214707647959,8.633736012196262e-05
57,0.009846739020736938,-0.0002998626202591413,0.012339521859930598,0.03276602624981201
58,0.010314646946756597,-0.00045223883439212407,0.027659342222043897,0.003947229613363516
59,0.018052944157381623,-0.0006123441205385595,0.041930653515697476,0.01759161357446871
60,0.014655650094061667,-0.0005878887178178883,0.0002978825111874233,2.2831372089871978e-05
61,0.01975295419079979,-0.0006694802213331107,0.011895030360784962,0.002064686440752325
62,0.019003282479731223,-0.0006427643180930801,0.0008500968972870189,0.00031976112031311446
63,0.023581196577459933,-0.0008638131977179125,0.0039128970556217375,0.00016841578293157043
64,0.012899647944164865,-0.0004495758917311875,0.0094730095806308,0.0034743839838831643
65,0.01906383084250463,-0.0007373812088412721,0.0027537544329471657,0.00012717521917115073
66,0.015101177330042945,-0.000594541231515946,0.03595851134807033,0.007653411408690597
67,0.014869793185737367,-0.0005820328889919853,0.018863724094484717,0.002724811474597812
68,0.018887006824886483,-0.000649033946331616,0.0006576019677027939,0.0005609080751391068
69,0.011473050609929302,-0.0003583305121569642,0.0006620817755819839,0.012897097233500557
70,0.013713709432489379,-0.0004904998654891311,0.04187548134624036,0.010376857994138431
71,0.021492446465197164,-0.000813868598495613,0.0014781308989054761,0.000199908661067267
72,0.01813700451834494,-0.0006949616649864182,0.017378143912979892,0.0040844274642734945
73,0.019636802211826773,-0.0007061392170405765,0.001741968545576097,8.78458535804597e-05
74,0.014009732427014789,-0.000499923865765782,0.004685567755398689,0.0023357285425105677
75,0.012343970664417853,-0.0006019435635203757,0.0031366532830498584,3.824108989854174e-05
76,0.022140840001345887,-0.0008056694566918141,0.006539192551518748,0.0010457818633786654
77,0.012955116389529696,-0.0004950661419803955,0.008605876533517711,0.002606490468548175
78,0.009216860561110565,-0.00033759058581106857,0.048614249664137396,0.04069367060950968
79,0.01517364095429314,-0.0005772313308317065,0.018420726617149205,0.002625810905831364
80,0.017352669140137902,-0.0005971117479688399,0.015397014878685111,0.005077784680578693
81,0.024915846509261007,-0.0008826965019272216,0.035892079543245616,0.005178266913018773
82,0.01777837036208641,-0.0006496331601265287,2.4026705217729824e-05,2.029380524443804e-06
83,0.009155671477953044,-0.0004681079108748938,0.014796299071780383,0.010941729296016073
84,0.021494603168919733,-0.0006851529559031002,0.006413304869588207,0.003018679598128676
85,0.01249818943527936,-0.0003950241312123089,0.00544837893993153,0.013863510768178718
86,0.013898774096004523,-0.00044755363859070435,0.0021665230600400797,0.0022706950391415794
87,0.019644683687236,-0.0007035099927100348,0.005506625660227823,0.0006289464580458576
88,0.01537778958440524,-0.0006550937140482473,5.426465547224829e-05,9.105774670314072e-06
89,0.016696244759731582,-0.0007002134907431642,0.010518572449391821,0.0006019012239685222
90,0.01353053599679176,-0.0004566997248578901,0.17114079342716026,0.09864751019825882
91,0.015824900086332753,-0.0006319645188471052,0.02446665580982449,0.0013630605067086695
92,0.017695009938270077,-0.0006666637428756067,0.00043386637792477295,1.571132143763917e-05
93,0.02374971549478326,-0.00087552584779347,0.003971829008809034,0.0006321536429049193
94,0.015016572958155706,-0.0005986419905314011,0.004140153524736636,7.348717266641534e-05
95,0.01403771675115394,-0.00048014768851643613,0.007348183882394547,0.002815380757656794
96,0.01931848165798519,-0.0007598303439864232,0.0002712391663832,1.9654463964532884e-06
97,0.022026079946213438,-0.0007705878548372853,0.022539235670770277,0.0047485662768237315
98,0.019414907922530936,-0.000682537495381455,0.10746087120296818,0.02847490364649744
99,0.013677891983820252,-0.0004465483034245989,0.04639500793279751,0.028066597764075808
100,0.02278503324774968,-0.0007071887215258125,0.0013418776110503156,0.0004466349361598043
101,0.016175097769578668,-0.0005540408884381776,0.00029095763618934974,0.0002597979890643939
102,0.014244607251073207,-0.0005087972296210179,0.002390941801144588,0.0015237045203800946
103,0.014280582468461268,-0.0005507612298662892,0.007364968433684681,0.0026757468586608964
104,0.02041016129296833,-0.0006584376939130635,0.001606445220941003,0.00021457226372993
105,0.015198707131161764,-0.0005589073996607214,0.008625976015546868,0.001793511520525513
106,0.01981353758988726,-0.0007299133875752373,0.02983545464251806,0.007246023571844094
107,0.02116406670016671,-0.0008447729025946386,0.01935856568661697,0.0010637074341406682
108,0.020387485577787776,-0.0008238445842810404,6.25831915453927e-06,1.97506400216012e-08
109,0.007885840329995883,-0.0003405308912495766,0.03585149624879408,0.02536277548584546
110,0.021740249649839966,-0.0007819475973247934,0.00369153613426323,0.0005183430787827126
111,0.015495187560124048,-0.0006162456207229417,0.023563079877128128,0.003350780901007179
112,0.010889657306394084,-0.0003650664552501385,0.014065303184709561,0.03413087807951986
113,0.011704029605366623,-0.0005515333625796308,0.020974984881071256,0.0002417118739702294
114,0.017239718013169713,-0.0006126919460568164,0.05119149813517665,0.018359274372203485
115,0.0160561032937743,-0.0005706086867261204,0.0006154343377719974,0.0007724946659765762
116,0.01298745128224722,-0.0005350241349537822,0.028906213780635518,0.0023172607663276674
117,0.016217586118220172,-0.0005563807197032335,0.000390412741300079,0.00013153122412467888
118,0.014074828012146733,-0.0004965380676883473,0.04737575007317158,0.016950880472811458
119,0.01036406757087234,-0.00039123364851089727,0.033079297272666765,0.013939806518755777
120,0.018050440691057965,-0.000597121119577844,0.10040515322664895,0.05515304720267389
121,0.011715274388239912,-0.00049031982946691,0.0139176851927521,0.0014629141617461883
122,0.016540539090847486,-0.0006614392733946759,0.0141746704459314,0.0015344670827595846
123,0.012829023132509162,-0.00041067166958506804,0.07693897207048583,0.06277066488853762
124,0.01796503153947076,-0.0007499998752212786,0.0015234993683929455,2.5838918082574976e-05
125,0.019265432413340274,-0.0006750141482509828,0.04350923326045134,0.01319176592091496
126,0.007230376266789198,-0.0003854237374757278,0.06809041036331034,0.00525221050527836
127,0.012496026748367401,-0.0004160638367265063,0.007264294639589295,0.006015146787164925
128,0.018144157913127512,-0.0006710427948572402,0.000903513661412676,0.0003278464963175691
129,0.011641872874612838,-0.0004556668012032584,0.05531212414251025,0.026130390716668252
130,0.015119626468492478,-0.0005989141914212764,0.00686539909157461,0.0009677304696423245
131,0.013146507857731147,-0.0005686639315994415,0.00956271597473622,0.0001549240741746883
132,0.018675108809663225,-0.0006794383188484357,0.0551398097049816,0.014919898557103064
133,0.018114802433573045,-0.0007756967267973281,0.020560793731937345,0.0007322506688744825
134,0.015286763230592686,-0.0005775117382296739,0.024567853263618673,0.0043063896635178265
135,0.013945454764308807,-0.0006335995955826598,0.0017324035368555411,1.3286803238822735e-05
136,0.011909064688298205,-0.0006307262594578574,0.07697517223034288,0.002795602083628005
137,0.014149670955436826,-0.0006376646095835374,0.007094510252593104,0.0002564588707602442
138,0.019518109538210218,-0.0006924488435182455,0.0025828160825086717,0.00039343829901478675
139,0.015150596192664798,-0.0006622736851235098,0.00010527350175120916,2.6898599098697313e-05
140,0.013286651176644295,-0.0005569438563084863,0.001572981442617212,1.2185136151545566e-05
141,0.01484904726277063,-0.0006084193173169318,0.003937238098720214,0.00013530837369274954
142,0.012980585523387305,-0.0005366722830629732,0.012243350127499112,0.0027952633244490246
143,0.020290524606328374,-0.0008235775248702944,0.00012845733182837137,1.0262161297704436e-06
144,0.016251340187149656,-0.0005889510278529795,0.0009288174682338309,0.00024813563018951637
145,0.016589393051460087,-0.0006398857327124381,0.009801615374167056,0.0010462920096359334
146,0.014448546964444796,-0.00042861589736792387,0.007374939282722713,0.016989647212985036
147,0.015744411467345457,-0.0005627531556490488,0.006055994977558468,0.001421825475505855
148,0.009051458336435114,-0.00039009016467264737,0.10283699714273606,0.0231043871373269
149,0.01696965465363592,-0.0006554805261006423,0.026899987197009142,0.00413522195183209
150,0.012239266025965253,-0.0004278328739736506,0.002373184932160369,0.054360640001893466
151,0.01370811874813224,-0.000469241550021478,0.019130449434519678,0.007352546884254707
152,0.01361405561411633,-0.0006405569890727853,9.764595005604882e-06,8.111447362808743e-08
153,0.017342821541008656,-0.0005192702700399839,0.008721617572444315,0.006295392781036883
154,0.01843399519856365,-0.0006374902261314335,0.03458897834365044,0.011363801871246217
155,0.018254673327194038,-0.0006444105647156384,0.004444313436698471,0.0012788162606088265
156,0.013387915523461216,-0.0004909919062224506,0.00824609911395011,0.004235180058430936
157,0.01569990363766495,-0.0004983725355505081,0.01402347351375604,0.009189881410112307
158,0.014331557687162351,-0.0005587514806598893,0.0007807104477684092,2.068812529847067e-05
159,0.01634909039430718,-0.0005579000001245595,0.0066326553510765,0.002682586613387646
160,0.014373196545579876,-0.0004067326531218633,0.019613925662454266,0.03706352017530465
161,0.013004590578279691,-0.0005662282353372462,0.007040316419883888,0.00016159097197551657
162,0.024752894974675664,-0.0009337335100074206,0.001557020920004246,0.0002516983272283797
163,0.021150430916031457,-0.0007464762716822875,0.0019045099057914516,0.0001977841090566262
164,0.013000800531818667,-0.000456912403589538,2.0146952039039346e-05,0.0006448198688958451
165,0.014732170380887956,-0.0006468349158443618,0.0003186247097381263,2.610028289048833e-06
166,0.012647982565314436,-0.0004549852032221814,0.03384393943028524,0.06393479317524896
167,0.018668964831786605,-0.0005982772286561009,0.0025154304009172893,0.0029888808091118467
168,0.01485001755384404,-0.0005261020423631979,0.0011752963687621945,0.0002557908995469843
169,0.018741048616380686,-0.0008001528009486645,0.01878398982944544,0.0018077859293903651
170,0.01294638454006664,-0.000489841736466059,0.04823975177776917,0.015975041142938795
171,0.01695544187696388,-0.0006148983182898463,0.015235268536153977,0.003734460159389291
172,0.01600583801063891,-0.0005556620585660933,0.011264287307616708,0.0019956809395086155
173,0.013811015477242288,-0.000539042723808218,0.004641525514641281,0.0011660636392984186
174,0.0175109852494692,-0.000624364998915289,0.0009682652673054212,0.0005610612652441892
175,0.020594330025381125,-0.0007022658599689296,0.00014277937106503384,9.926083389070566e-06
176,0.017598758836342376,-0.0006431530142094137,0.003322573705321149,7.870161244722715e-05
177,0.014277355942102669,-0.0006668523356362765,0.014075240794593543,0.00016363463885360658
178,0.019320195475253918,-0.0008758762987554643,0.025980831229944025,0.0013228129002108235
179,0.011562362428624172,-0.0004422214251361387,0.0005247800078694054,0.0013841424239555544
180,0.021865167057800946,-0.0008840178695280411,0.015410602969524005,0.0002235703091471422
181,0.017286204352753146,-0.0005508903008647028,0.010656534455955545,0.005218717918414821
182,0.014048050018507428,-0.0006864862688657686,0.00041863844414923913,6.061910594214337e-07
183,0.011404261022464139,-0.00042097798819892195,0.023952533752332514,0.011599856339099816
184,0.012812457917749785,-0.00047665461402284285,0.001209352317454084,0.0006766076807569899
185,0.012541606658711877,-0.0005610347131059084,0.00171528465369977,0.00012319611781319304
186,0.014757835383516188,-0.0005282778677612246,0.002415078115197269,0.0008870397815673789
187,0.018719399445953404,-0.0007265816400737854,0.016999025135763905,0.000996671135415673
188,0.008417240306570378,-0.0004023490589619449,0.0965589786595259,0.019595760734222065
189,0.013093214606266133,-0.00042958974983733005,0.029735487317699923,0.022164633808879466
190,0.01191178402807397,-0.00045081847197465225,0.0006513720288996949,0.000385316518857389
191,0.019112798900528378,-0.0007119995965891563,0.0019095993089300394,7.305806189518001e-05
192,0.01516310820317369,-0.0005318440484507211,0.0021270243569007073,0.002955247058366307
193,0.0204262920559253,-0.0007068773839154655,6.859784596320191e-05,2.8341797357051077e-06
194,0.017422297513410425,-0.0005141196280838814,0.007723596148592054,0.015355246100457636
195,0.027955240496214943,-0.0009634233174094122,0.005357423336768027,0.0007439361960783506
196,0.01822746834068414,-0.0007257718322863948,0.0015156101384909276,2.068902664143295e-05
197,0.015544566173503294,-0.000652269367670687,0.011670237882315146,0.0006767772527253011
198,0.013753427120920094,-0.0005430928756974814,0.012593856811727113,0.009795286942921878
199,0.009825772153992217,-0.00048326960740867786,0.012038586799136478,0.00017406599756781107
200,0.012984097946732436,-0.0006019428603508275,0.0024145733137325757,3.0858609006337264e-05
201,0.015850232222269292,-0.0006200822892920854,0.0006161973817126978,0.0002102704106682254
202,0.017988449583107233,-0.0006881935118437189,0.01091997372584795,0.000750223323692
203,0.013187016280039219,-0.0004356674397168192,0.00447715883933768,0.017899040837278855
204,0.014402106050086811,-0.0005769338296794004,0.001100732158389818,1.711008231305279e-05
205,0.014352390293989265,-0.0004851421156212573,0.00546362911603449,0.007732976866594957
206,0.01721800490272488,-0.0006128281352094372,0.02518473069321607,0.007439364256935079
207,0.015519323595805634,-0.00046697748803611205,0.02130755986753774,0.03873532801087506
208,0.018224127060266115,-0.0006473413027458406,0.00038286711593935404,0.0003485346076521826
209,0.01424117910247318,-0.00047918728820389847,0.0045982721224002415,0.007076794603052313
210,0.01575831390900833,-0.0005230580775526545,0.007167289123567988,0.0028459158197263186
211,0.019509467582618917,-0.0005764608656757455,0.016477561168789984,0.009060256950599005
212,0.0188554769834022,-0.0007397691000883981,0.002194426115192634,5.568552946061984e-05
213,0.015374404298971703,-0.0005199453080834513,2.672739356595298e-08,2.3094324002868956e-06
214,0.018006302590841725,-0.0006170678310309643,0.03686511192195786,0.011282617480606057
215,0.009605510327194249,-0.0003406604643843273,0.040146667714718885,0.041267361079199635
216,0.015158273329150325,-0.0006347352131794794,0.004586677998805504,7.324047250289594e-05
217,0.014845113039673426,-0.000507556734083818,0.003494269988866361,0.0010212550709827628
218,0.015391165842157536,-0.0005711257283035204,0.003203218369033554,0.000854542828402161
219,0.01670386200136096,-0.000650056702538539,0.012107034011308294,0.000775213559637894
220,0.02175497505346228,-0.0006785726133438752,0.014951728278399022,0.006847666861252384
221,0.012114425875062411,-0.0004927599741492633,0.0012007729641168793,0.00024149180035698187
222,0.01377164024776631,-0.00043495799654616333,0.0010590783427507316,0.00394995117746747
223,0.015441685201408484,-0.0006116512335307042,0.00017039114526677137,2.9547433450639703e-06
224,0.01719527734397589,-0.0006305000964003131,0.0010177949622453485,0.0001536347734954258
225,0.015026605764713055,-0.0005121654776978425,0.015562011594699146,0.0041271102503453415
226,0.020445936099291295,-0.000563692609967531,0.01088109254750738,0.011046295727915732
227,0.01594716920127978,-0.0005113210918711798,0.017349789828983612,0.012576436856677439
228,0.013742721537708072,-0.0005470631286872998,0.0027373640937907923,0.0003310607843689453
229,0.01469780413496967,-0.0005324122951316146,0.016802451985432655,0.00340199765197955
230,0.014541565143568884,-0.00044056113534568996,0.011106828728690137,0.013513861088621865
231,0.012241678956094916,-0.0004915411954246954,0.022388705975187145,0.005409714666635559
232,0.012714003818361366,-0.0006125514427084075,0.024327158526547932,0.0003120407817320487
233,0.016609276344200688,-0.0006255794806720608,0.008353343635912959,0.0010779641748601535
234,0.01662078363646534,-0.0005904969601631525,0.0026785844219929145,0.00102846336207496
235,0.009004079125912464,-0.0004517874634162638,0.050801473944607836,0.002431916265205457
236,0.015642780301418663,-0.0005644878177950433,0.0003404503475534619,9.810829872447359e-05
237,0.017700134984913338,-0.0006917033637490107,0.019904496027576185,0.001702492248045965
238,0.018692248490793668,-0.0006603516307517364,0.0073375739667458,0.0010766706428222185
239,0.012722559173424733,-0.0004639531057948389,0.0002826138150836792,0.00016228430608534395
240,0.02170926233968718,-0.0007973197169691819,0.0022060321775016056,7.789813775045958e-05
241,0.016782389320333282,-0.0006043324885995986,0.0005234472113302933,0.00038510593371880166
242,0.016078481135402726,-0.0005833025909450056,0.00037482286153134824,0.0003168488949934663
243,0.019029896100942523,-0.0007400716896597945,8.606930427705186e-06,2.836691499157806e-07
244,0.022024550688306666,-0.000726543520999738,0.028617845064799023,0.010037688101639656
245,0.014461516203373697,-0.0005312463821534874,0.010770705615119076,0.0007368457851187921
246,0.01468282555631554,-0.0006042658379142291,0.047216157240458606,0.005644579069643879
247,0.007423714574915255,-0.0003161163948302876,0.04188005482705463,0.009786174474979948
248,0.022229425267933936,-0.0007098664829666958,2.261216835776253e-05,6.101997114522412e-06
249,0.01801217590274336,-0.0006467696538126729,0.027762169821276206,0.006198852890585734
250,0.01767352268503182,-0.0006853994608587709,9.44584428978175e-05,8.392980420493184e-07
