,beta_t1,beta_t2
1,0.012676550958390206,-0.000812448606871978
2,0.015112741192197713,-0.000967846831160526
3,0.0052385609123578505,-0.0005932743892085192
4,0.00565684209671222,-0.0003527807701596001
5,0.003806896288721346,-0.00016614644582057543
6,-0.0012203030692697556,-0.00015345972207058995
7,0.003662973954623624,-0.0002955825122131322
8,0.00526300406032861,-0.00020676241242726225
9,0.014279256041393679,-0.000601575416221487
10,0.01628879932282356,-0.0005994698933101462
11,0.003473195559788289,-0.000417696516795225
12,0.005617158239922258,-0.0006737523623246872
13,0.005332118333817462,-0.0002957881042650809
14,0.011649833538661943,-0.0008143823887229979
15,0.02884178393194644,-0.0009996647584509886
16,0.015440342845686607,-0.0006687079473757601
17,4.710148133440714e-05,-0.0001534477625705155
18,0.018561320295480327,-0.0008577069528588906
19,0.01118765091774065,-0.0006515645612451103
20,0.017938314111140552,-0.0005803111706502105
21,0.004464787759284692,-0.0005137544393183121
22,0.00425442079815797,-0.0007141090067915527
23,0.006437943748132641,-0.00017974030851659607
24,0.01623163023347073,-0.0007518410758314125
25,0.0061925697442907135,-0.0006432261601821764
26,0.012121951786209749,-0.0003724735593552328
27,0.018066125835837794,-0.001065431363452841
28,0.004912843716147291,-0.0003891749036745145
29,0.010726898941991667,-0.0006273111601517294
30,0.017335082874202212,-0.0011900833900915899
31,0.01322848844765416,-0.0008918068794524036
32,0.013990080423566299,-0.0008713117988252061
33,0.007097173949938566,-0.00030901641231388633
34,-0.0008938354523880159,-0.00023918027794861006
35,0.009531747716898808,-0.0005219663301582456
36,0.0025078474132903174,-0.0005187954555851867
37,0.01085366435093717,-0.0005918894049014338
38,0.01818584305640325,-0.0006333125713978535
39,0.009662019169317616,-0.0004591060584624636
40,0.006704063725643453,-0.0005175774899030103
41,0.015487020196089267,-0.0008687654106245739
42,0.011871483791406854,-0.000666650829921779
43,0.015481804758408806,-0.0005739063921300749
44,0.010541545264395814,-0.0007356140230285207
45,0.0193089200331273,-0.0007053533085155426
46,0.004101941567983179,-0.0005535027192551577
47,0.002529390616924751,-0.00045644234962842765
48,0.005462315137683485,-0.00013611492735683458
49,0.010124370172695046,-0.0007145624953911813
50,-0.007809274119953011,-6.642991055750099e-05
51,0.0032375842864689267,-0.000409133456495453
52,0.02229348727929553,-0.0007947462033100628
53,0.01082768817808331,-0.0005488387167076622
54,0.0025050153841339176,-1.4067732325853163e-05
55,0.015166752028943851,-0.0008254163641715427
56,0.01489972692392118,-0.0008223762561096442
57,0.02759961266728278,-0.000693225969714107
58,0.018111967759382855,-0.0012750595627477024
59,0.02190210184810765,-0.000980382153442568
60,0.01695448951556064,-0.0008970420315762306
61,0.01920029236918288,-0.0007945620368106037
62,0.014043105943126397,-0.0010470359978762389
63,0.022804828417735627,-0.0010082948462382406
64,0.007244576211805881,-0.0005182820625359029
65,0.008388520768053217,-0.0004638568868239253
66,0.021473475362939615,-0.001065954461968862
67,0.013412768104596202,-0.0003105690035668212
68,0.01645865023512797,-0.0009091485298531882
69,0.004781753428712866,-0.0002071940742204288
70,-0.00657524684618023,5.6754267867439065e-05
71,0.023977789172343843,-0.0013027382218646954
72,0.00867660422059725,-0.0004975418053335412
73,0.014466848142982852,-0.0007483288469407053
74,0.013104564388341209,-0.000709822967846593
75,9.394454912672531e-05,-0.00019547530413884483
76,0.01583067389880005,-0.0005945408974050914
77,0.00827908420126569,-0.00043762906127570183
78,0.0073655602891041375,-0.00027888942497957366
79,0.006088985677933862,-0.0004294991015953009
80,0.006356007532476296,-0.0007363584235355585
81,0.00523354658168216,-0.0004069261222745834
82,0.013494566825696977,-0.0009229084310321452
83,0.003993682917739205,-0.00043093285096421205
84,0.011419790087713027,-0.0005209798995455666
85,0.00443890112540906,-0.00046231273255141654
86,0.00737842470337018,-0.00046638942812836945
87,0.02284974000744181,-0.0005391773941823392
88,0.008707905811664796,-0.0006471124708858257
89,0.005464694911824114,-0.0004562214251845819
90,0.01673829762849697,-0.0009200159999750826
91,0.005111880830738186,7.33167085504106e-05
92,0.012064278709176448,-0.0004762510267232724
93,0.016400324305070862,-0.0004511203373458054
94,0.019228359082959706,-0.0006197772383802714
95,0.02149436080258625,-0.0008291848836946623
96,-0.004125951261369967,-0.00046456448754209767
97,0.007056584188396162,-0.000593842787050741
98,0.011763873505038188,-0.000898215583702831
99,0.005909917980915779,-0.000657838434715513
100,0.009989742759145522,-0.0005922415046205257
101,0.011441815974949346,-0.0009351791435560212
102,0.012288162032358614,-0.0006277511940152884
103,0.011547995537776343,-0.0005626090474404272
104,0.010150546129551656,-0.00045342028339342196
105,0.01674689457328073,-0.0008143042825502645
106,0.019085762166458183,-0.0009234083825446712
107,0.005836598466672331,-0.0005179973452828565
108,0.022804676475674177,-0.0011712304646410612
109,0.012390024193994292,-0.00040875947853666425
110,0.012342648596317066,-0.000874555472957578
111,0.003901363380000285,-0.00043949126853417946
112,0.021288112092291516,-0.001064970704028757
113,0.017929250640740507,-0.000789448385017141
114,0.004475987105706751,-0.0002919581541037309
115,0.009151934583664452,-0.0006603915209874221
116,0.015184206874828774,-0.0008200849672699584
117,0.006234506386763509,-0.0007877117305722203
118,0.018356186930927505,-0.0005947827529361727
119,0.006845410221707893,-0.00043650576065209313
120,0.0015190996028681012,-0.0006971285563156
121,0.013795234177889863,-0.00042570315222025993
122,0.01787473315970215,-0.001089876110760482
123,0.005385924763417564,-0.0003673888384924026
124,0.009776075891967332,-0.0010967470435595968
125,0.013052636404207937,-0.0003597061095232492
126,0.02421933686712863,-0.0011792684086781077
127,0.02839196175887561,-0.0010251633779079826
128,0.0043565156617066305,-0.00038851627721812784
129,0.006988297771841767,-0.0003535106046987685
130,0.012077272955626992,-0.0007493815570170951
131,0.020355713263505153,-0.0011919403574501715
132,0.021321901319509683,-0.0014389517886378414
133,0.019520760742149354,-0.0006582545564456862
134,0.0005625816959509552,-2.5935368006286497e-05
135,0.004514213705933443,-0.0006460433334642643
136,0.02514314604420555,-0.0008841396725531878
137,0.005849845124257265,-0.0005797803305519126
138,0.00702320804552156,-0.0005946417597875793
139,0.005308823794490583,-0.0003423502593416244
140,0.004995794957227188,-0.00016602376644430636
141,0.006586892818466394,-0.0005100539363481294
142,0.011789631059508348,-0.0004572363328206367
143,0.00844806235136116,-0.00044207113897727656
144,0.006104287169495732,-9.356824765614832e-05
145,0.01568376801294084,-0.0009214145893160933
146,0.018819189912953126,-0.0008175023473635537
147,0.018581338795295804,-0.0009174394516919759
148,-0.0024874585089744807,-0.00013185735008420108
149,0.0034081070873100945,-0.0003939508781459895
150,0.023151069287465572,-0.0008722705929299515
151,0.01776033129131039,-0.0006302571886875456
152,-0.0035520812285806014,7.594228066999594e-06
153,0.02256954884868058,-0.0009235328716123294
154,0.025973830494119797,-0.0007868225904208378
155,0.020261886897790925,-0.0008803176990863401
156,0.016212286722324006,-0.0008126786862412045
157,0.025989766968513343,-0.001005779665246164
158,0.014866953878859484,-0.00045678548234037605
159,0.0129649771055261,-0.0010214764959116448
160,0.003661077448062845,-0.0004981960762652257
161,0.0025842201708843864,-9.340992154715426e-05
162,0.023672614210751387,-0.0008509504807928813
163,-0.0086102339374515,8.058871936917397e-05
164,0.004114356677621441,-0.00027204765197463946
165,0.005090415227166618,-0.00034839816730292854
166,0.014684668810278053,-0.00045936064612310176
167,0.010449898447942165,-0.00042039576551191374
168,0.022142051834610425,-0.0010170164240744023
169,0.009932188096383568,-0.0003764787609891285
170,0.018423007979089825,-0.0008798534153390182
171,0.01257409485593583,-0.0004628138759039325
172,0.00931053316316583,-0.0006233122944095497
173,0.014430101001944608,-0.0010695891375623635
174,0.005446782624307195,-0.0004604544349422592
175,0.024416575882468962,-0.0007897402969680222
176,0.015401188634700903,-0.0006152456465774538
177,0.008041872881892774,-0.0004169529145981566
178,0.012506753554590067,-0.0007809459974908779
179,0.007235208587263887,-0.0007504769320301152
180,0.017962449723047665,-0.0006984653273516419
181,0.012596549051940808,-0.00038567064911634874
182,0.019543633260870844,-0.0008628900691134367
183,0.004736740891215877,-0.0005758745314059768
184,0.005354462999854728,-0.00028386175554167783
185,0.007351316202683979,-0.0006475771294083027
186,0.029260528323272222,-0.0018029247692040646
187,0.013429297023323902,-0.0008517212126356267
188,0.012180519317613415,-0.0005774727503471469
189,-0.004275087350530755,-0.0002044711922466633
190,0.009763614132237412,-0.0005779784825836729
191,-0.0012545857365014674,-0.00016418018346124342
192,-0.004260691980949642,-0.00032396208788656956
193,0.004942830229495831,-0.0005523096604661027
194,0.007646193604171949,-0.0007656444677341429
195,0.020823573736967717,-0.0010535927470838652
196,0.02254182302138822,-0.0010523475640666594
197,0.011129533900958229,-0.0008123920470687895
198,0.00017641309243191308,-0.0001877872989345898
199,0.029577284665889634,-0.0013019581695419753
200,0.0037998462138852914,-0.0005137682112676823
201,0.01136221403452997,-0.0007092007445572555
202,0.003092623877641443,-0.00021403263058542092
203,0.011772596107431216,-0.000410155825696088
204,0.0006410588797464605,-0.00037689359270290596
205,-0.0010940304599650758,-0.0003364182720629571
206,0.007713830021220409,-0.0002588314324084271
207,0.0030119686270181217,-0.0005157329753782557
208,0.016890208858810138,-0.0006740240334075368
209,0.020847787538995997,-0.0007793506943436843
210,0.007903281214495992,-0.0006593206745410441
211,0.017584030406231483,-0.0009760605924067877
212,0.01578370847036081,-0.000765096292455864
213,0.012563022770335946,-0.00047778101223633227
214,0.013434813978085169,-0.00031819716500196195
215,0.012936114889472348,-0.0006157035544421604
216,-0.0008842060380961523,-0.0002142019031295936
217,0.012318447698023035,-0.0003153805230784229
218,0.0018825405278255916,-0.00020352464305657382
219,0.01152051321246469,-0.0005414563854502062
220,0.003728512087756994,-0.00046806669469153363
221,0.020838354451860736,-0.0008668340936070574
222,0.0035101459611635703,-0.00021186090819168618
223,0.009945155067541346,-0.0007406938679535108
224,0.0002694237832698114,-0.0004086789184697195
225,0.009213458280635276,-0.0005171808297699273
226,0.01199650879425926,-0.0007225784856944363
227,-0.0015785972774709708,1.905033213119207e-05
228,0.010856227510617444,-0.000789610631878344
229,0.03383227588270904,-0.0008648117187084363
230,0.017729914067228177,-0.0006107681721006537
231,0.003477212057417919,-0.000377211640917611
232,0.00674022314522321,-0.000275666270109918
233,0.01541209771794421,-0.0008085948817821207
234,0.014288733610961413,-0.0006224815649496298
235,0.0174371589931524,-0.0007435782860628958
236,-0.009302148385924303,-8.025864646272736e-05
237,0.015464107468408246,-0.0005089106414446631
238,0.0178444535262456,-0.0007933279042611321
239,0.00711335253668186,-0.0005930609597604545
240,0.023002458597546085,-0.0012219979325354309
241,0.02328764225770071,-0.0008477707951428617
242,0.009732223426438619,-0.0003982658343033818
243,0.006170575678731382,-0.00035034688200045994
244,0.0028602345886989625,-0.0003551382720904137
245,0.0008196586838853121,-0.0002844591599336339
246,-0.008651857767378578,-7.46351497789316e-05
247,0.01411910270362072,-0.0008141722147389685
248,0.011709193714302811,-0.0006483574328209736
249,0.0003958558195276726,-1.835823658804957e-05
250,0.0023902495911222134,-0.0004811075681654745
